tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
427	Като част от мерките за овладяване на #CoronavirusPandemic ЕС осигурява средства за спешно разработване на ваксини и методи на лечение. Изследвания, финансирани от ЕС за борба с #COVID19 https://t.co/nU9VJszRSG Списък с проекти за борба с коронавируса https://t.co/4qWqnCjPZ6 https://t.co/0Bodq5N7zp	yes	no	yes	no	no	no	no
428	Основното предизвикателство при разработването на руската ваксина срещу Covid-19 е размера на руския микрочип Елбрус. Затова ваксината ще се приема чрез супозитории (анални свещички).	no	nan	nan	nan	nan	no	no
429	Доц. Чорбанов: Няма доказан случай на човек, заразил се повторно с COVID-19 https://t.co/mPItY2zDQc	no	nan	nan	nan	nan	no	no
430	Масови арести след протести заради COVID-ограниченията в Хага https://t.co/iCoigbbQU3	no	nan	nan	nan	nan	no	no
431	ОТ ПЪРВО ЛИЦЕ: Мерките срещу COVID-19 в Китай https://t.co/V9a2orTsT9 via @YouTube	no	nan	nan	nan	nan	no	no
432	Със 146 нараснаха случаите на COVID-19 у нас https://t.co/Au0e4MQIut	yes	no	yes	no	no	no	no
433	Хей, има маршрути за разходка! За понеделник наизуст 🤣 https://t.co/EQQyCS1aTt	no	nan	nan	nan	nan	no	no
434	Изключително важна и интересна статия за едно от възможните лечения на COVID-19 от моя баща, проф. Пламен Кенаров. https://t.co/s3CHRtcoEY	no	nan	nan	nan	nan	no	no
435	Косово показва как изглежда политическата глупост по време на пандемия. https://t.co/ZArWjHj4C2	no	nan	nan	nan	nan	no	nan
436	Превенцията е ЕДИНСТВЕНОТО, което РЕАЛНО можем да направим срещу COVID-19! https://t.co/q0ThTG3CWn via @YouTube	no	nan	nan	nan	nan	no	no
437	Национал на България със силен филм за COVID-19 часове преди Григор Димитров да се разболее! ВИДЕО https://t.co/xGbnFOBMDO https://t.co/y0ymfA7Rel	no	nan	nan	nan	nan	no	no
438	Дистанционната работа на ЕП става все по-интензивна и ефективна. Днес докладвам по три петиции, свързани с #COVID19 в Комисията по петиции @EP_Petitions @Europarl_EN @DolorsMM https://t.co/MxUXC2TSDL	no	nan	nan	nan	nan	no	no
439	Във виртуалната дискусия на тема „Поуките за #Европа след #COVID19. Как #ЕС да бъде по-подготвен за бъдещи подобни предизвикателства” взеха участие членовете на #ЕП Ангел Джамбазки/@djambazki (ЕКР), Асим Адемов (ЕНП) и Петър Витанов (С&amp;Д). @EP_Bulgaria https://t.co/w8C19Kxxds	no	nan	nan	nan	nan	no	no
440	Сезонът в #курорт #Албена приключи #COVID19 @MyFamilyBg https://t.co/AAwOWkeGgE	no	nan	nan	nan	nan	no	no
441	75-годишната габровка пребори covid-19 https://t.co/46FLB9JR2G	no	nan	nan	nan	nan	no	no
442	След Испания, сега и Ирландия... Това трябва да се направи и в България. https://t.co/doDYKDVlRv	no	nan	nan	nan	nan	no	yes
443	След като пандемията от COVID-19 отшуми в студентски град, там отново ще пламне обичайната пандемия от КОВРИ-19.	no	nan	nan	nan	nan	no	no
444	@joannaelmy Има и по тежки случаи от нас.https://t.co/TNZGtm88Da	no	nan	nan	nan	nan	no	no
445	Туитър изтри над 170 хил. профила, част от китайска операция за COVID-19 и Хонконг https://t.co/8qbuULb0QQ	yes	no	yes	yes	yes	no	no
446	Солидарността и единството са в основата на Европейския съюз. На Международния ден на съжителството в мир нека си припомним нашите общи ценности, които ще имат ключово значение за възстановяването на Европа след #COVID19. https://t.co/mTUYtBckdN	no	nan	nan	nan	nan	no	no
