tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
102	علي ضوء المتابعة الموقوتة لإجراءات مكافحة إنتشار ڤيروس كورونا .. فقد كلفت الحكومة و الأجهزة التنفيذية المختصة بإتخاذ اللازم نحو تطوير الإجراءات الاحترازية المتبعة علي مستوي الدولة و المواطن من خلال اتخاذ حزمة إجراءات إضافية تسهم في تحقيق أعلي معدلات الأمان ١/٢	no					no	no
103	من يسمون أنفسهم “معارضة سعودية” في لندن مثيرون للشفقة، فشل تحريضهم العقود الماضية وتحالفاتهم الإلكترونية، فاتجهوا للتحالف مع #كورونا بشائعات وأمنيات ضد بلدهم. الأوبئة والفايروسات تتحالف مع بعضها.	no					no	no
104	تواجه قطر وباء كورونا بقوة وحزم وبحشد جهود الجميع لحماية مجتمعنا وبلدنا. جهازنا الصحي يقف في الخط الأمامي من هذه المواجهة وكوادرنا الطبية تؤدي مهمتها النبيلة بشجاعة وتحقق نجاحا لا يكتمل إلا بكم. لنكن عونا لهم بالتزام الإرشادات الوقائية خاصة لزوم المنازل في الفترة الحالية.	no					no	no
105	عراب الانقلاب والغدر والعقوق في قطر  بدء التغريدات ب #كورونا  ثم اقحم 11 سبتمبر ، ثم حول على الدول العربية ، ثم على دول الخليج ثم اختتم بان قطر دولة الصمود وان استمرت المقاطعة 3 سنوات ثم اختتم التغريدة بالتوسل لانهاء المقاطعة ..توظيف رخيص وغبي  الاسم: بن جاسم  الوظيفة: جمال ريان	yes	yes	yes	yes	yes	yes	yes
106	عاجل 🔴 .  .  إيطاليا تبدأ في استخدام علاج لفيروس كورونا .. وأنباء عن ثبوت فاعليته. (العربية) .  . #ايطاليا	yes	yes	yes	no	yes	yes	yes
107	عاجل:  الآن.. بدء تنفيذ قرار إيقاف الطيران الداخلي والأجرة والقطارات والحافلات في #السعودية.   #كورونا #فيروس_كورونا	yes	no	yes	no	no	no	no
108	أول من حذر من مرض خطير واعتقلته السلطات بتهمة نشر شائعات ثم توفي بالفيروس.. #الصين تعتذر لعائلة مكتشف #كورونا وتمنحها تعويضا وتحاكم من اعتقلوه #العربية #أن_تعرف_أكثر URL	yes	yes		no	yes	no	no
109	وعلى سبيل البشائر ..   إيطاليا تبدأ في استخدام علاج لفيروس كورونا .. وأنباء عن ثبوت فاعليته. (العربية)	yes	no	yes	no	no	no	no
110	استاذ الطب الرئوي في #تركيا يصرح بأن الأعداد المعلنة عن #كورونا غير صحيحة والعدد المتوقع الوصول له 145 ألف ، كل هذه الأخبار بدل أن يناقشها اعلام #اردوغان يهرب منها بتكثيف الهجوم على #السعودية !! خبر يستحق القراءة والاستماع والتأمل لتعرف كيف تدار الدول الفاشلة !!	yes	no		yes	yes	no	yes
111	تاريخ الخبر واضح، أول يوم من سنة 2020... الشرطة الصينية في وهان تعتقل 8 أشخاص بتهمة ترويج شائعات عن وجود وباء ينتشر. جريمة #الصين بحق العالم لا تغتفر . #فيروس_كورونا #COVIDIOTS	yes	no	yes	no	no	no	no
112	سند وذخر 🇶🇦 14953 متطوع حتى الآن من هل #قطر والمقيمين يضربون أروع الأمثلة في الوقوف مع الدولة لمكافحة فيروس #كورونا ✌️	yes	no	yes	no	no	no	no
113	كلمة سيدي الرئيس عيدروس الزبيدي والموجهة للشعب الجنوبي بخصوص فيروس كورونا . والعمل جاري لتنفيذ كل ما جاء في هذا الخطاب مع ما تقدم من إجراءات بتوجيهاته السابقة منذ بداية الأزمة وبمتابعة شخصية من الرئيس حفظه الله ورعاه .	yes	no	yes	no	no	no	no
114	لماذا تنتشر العنصرية والشائعات والنكتة في أزمة #كورونا؟ محمد الحاجي USERID باحث دكتوراه العلوم السلوكية والاجتماعية للصحة العامة. يفسّر لنا علميًّا ما قامت به المجتمعات والحكومات العربية والغربية، في ظل أزمة كورونا. الآن، على قناة #ثمانية: URL URL	no					no	no
115	هذا اجنبي عبر برنامج التيك توك  يصور مقاطع في وسط محافظة جدة حي بني مالك لنشر الشائعات عن كورونا محاولا بث الرعب والهلع في المجتمع   هذه المقاطع وهذه الشائعات ليست عفوية بل مقصودة لغاية وقد تستغل لغايات اخرى   USERID  USERID  USERID URL	yes		no	no	no	no	no
116	#عاجل   #إيطاليا تبدأ باستخدام علاج فايروس #كورونا، وأنباء عن ثبوت فاعليته. (العربية)	yes	no	yes	no	no	no	no
117	فايرس كورونا المستجد COVID2019  من واجبات كل مواطن ومقيم أتباع التوجيهات الصادرة عن الجهات المختصة  اجلس في بيتك اغسل يدك  امتنع عن الترويج للاشاعات أتبع أرشادات الوقاية  حفظ الله الجميع من كل شر،،،   #شبكة_الساحل_العماني #كورونا_الجديد #كوفيد_19 #COVID2019 #عمان_تواجه_كورونا URL	no					no	no
118	لنتفق سويآ  لن نخرج من البيت حتى يزول المرض  حال هذي العجوز الأسبانيه يكسر الخاص كأن حكومتهم اختارت لهم الموت مصيرآ    #تم_تامرون_امر #انا_مع_حظر_التجول_الاجباري #أبو_طلال_الحمراني #الفراج_يستهزي_بالحجر_الصحي #وينك_فيه #COVID19 #نطالب_بحظر_تجول_في_قطر #اقعد_في_بيتك URL	no					no	no
119	تغريدة تحاول #الدوحة من خلالها تبرير خيانتها للبنان بنقلها مرض #كورونا لبنان تصدر الاغنام!! بالتأكيد الدوحة لاتسعى لرأي لبنان العام فهي لم تضع له وزن لأن من ينقل الموت لهم لن يهتم لما دونه ولكنها تحاول التبرير لبعض من في #قطر رهانها في ذلك قلة مداركهم.  #قطر_تنقل_كورونا_الى_لبنان URL	yes	yes	yes	yes	yes	yes	yes
120	المنطقة الصناعية القديمة في #قطر تقود الدولة إلى كارثة حقيقية بسبب تهرب ورفض العمال لإجراءات العزل، تحتل قطر أعلى عدد إصابات بوباء #كورونا من بين دول الخليج، ولازال يصر مسؤولي الحكومة على توجيه الإعلام لمهاجمة دول المقاطعة هربًا إلى الأمام بدلًا من حفظ وحشد الجهود لمواجهة الكارثة	yes	yes	yes	yes	yes	yes	yes
121	#فيديو | غضب شعبي في #قطر لتباطؤ الحكومة ضد “#كورونا” وزيرة الصحة د.حنان الكواري تبلغ القيادة القطرية بأن وضع الوباء خرج عن السيطرة في #قطر ، عدد الحالات التي تصل الى المستشفيات يومياً في قطر مايقارب100 حالة كورونا ، وتطالب بتدخل القيادة العليا . #قطر_هي_كورونا  #قطر URL	yes	yes	yes	yes	yes	yes	yes
122	وصلت وفيات كورونا بايران لـ١٤٧٠ وايطاليا تجاوزت الصين بـ ٣٩٤٩وفاة  والإصابات بدويلة قطر ٥٠٢حالة والسعوديين يحجرون على مواطنيهم بمنتجعات جزر المالديف وفنادق الساحة الحمراء بموسكو والكويتيون يستعينوا بعلى بن ابي طالب لطرد الفايرس والعراقيون يستقبلون مرضى إيران #عبدالكريم_المهنا URL	yes	no	yes	no	yes	no	no
123	5 الآف متطوع لوزارة الصحة بعد فتحها باب التطوع لحد الان .. هذي عوايدها قطر 🇶🇦 بتكاتفنا نقهر #فيروس_كورونا  USERID	yes	no	yes	no	no	no	no
124	طائرة الشحن القطرية المغادرة من طهران إلي بيروت الخطوط القطرية حاولت أن تنفي في محاولة خداع المتابعين لها  والحقيقة  أن الطائرة هي طائرة شحن محملة ببعض الركاب المصابين بوباء #كورونا للتغطية على الحمولة الأكبر وهي السلاح المتوجه لحزب الشيطان اللبناني  علما بأن مطار بيروت مغلق URL	yes	yes	yes	yes	yes	yes	yes
125	رغم تحذير منظمة الصحة العالمية وإغلاق المطارات والحدود مع #ايران إلا أن طائرة لنظام #قطر( QTR8320) غادرت طهران وعلى متنها عدد من قيادات الحرس الثوري..قبل ساعات وحطت في مطار بيروت الدولي وكان في الاستقبال قيادات حزب الله لبنان..نقلوا الشحن!واسعافهم نقل مصابين ب #كورونا؟ #امجد_طه URL	yes	yes	yes	yes	yes	yes	yes
126	عاجل نقلا عن وكالة الأنباء القطرية :  أمير دولة قطر سمو الشيخ تميم بن حمد آل ثاني يوجه بدعم غزة المحاصرة ب ١٥٠ مليون دولار على مدار ستة أشهر لمواجهة تفشي #كورونا ودعم أهلها في ظل الظروف الصعبة التي تعانيها	yes	no	yes	no	no	no	no
127	ولدي نايف قطع رحلة علاجه في بريطانيا ورجع إلى الدوحة إلى الحجر في إحدى الفنادق ثم طرأت بعض الأعراض التي استدعت القائمين على الصحة أخذه للمستشفى للتأكد من سلامته من وباء #كورونا وفي انتظار النتائج أشكر دولتنا الحبيبة #قطر على رعايتهم اللامحدوده لولدي  وهذه رسالة منه لكم دعواتكم🤲🏻 URL	yes	no	yes	no	yes	no	no
